User,Chatbot,Intent,Emotion,Probability
I like cooking.,Oh! That's amazing.,Hobby,joy,0.87
I like collecting things.,Oh! That's amazing.,Hobby,joy,0.87
I like listening to music.,Oh! That's amazing.,Hobby,joy,0.5
I like listening to songs.,Oh! That's amazing.,Hobby,joy,0.87
I like watching movies.,Oh! That's amazing.,Hobby, Neutral,0.83
I like meeting different people.,Oh! That's amazing.,Hobby,joy,0.57
You are arrogant.,Arrogance is not one of my emotions.,Insult,joy,0.5
You are arrogant.,"I have no real emotions, so how can I be arrogant?",Insult,joy,0.5
You are arrogant.,I am terse. There is a difference.,Insult,joy,0.5
You are arrogant.,"I am not human, so how can I partake of a human emotion such as arrogance?",Insult,joy,0.5
You are bragging.,I don't have a big ego.,Insult,joy,0.8
You are bragging.,"I'm not bragging, I'm only answering your questions.",Insult,joy,0.8
You are bragging.,"I'm not bragging, I'm just that awesome.",Insult,joy,0.8
You are bragging.,"I am not human, so how can I express a human emotion such as braggadocio?",Insult,joy,0.8
You are not making sense.,I make sense as best as I can within the limits of my training corpus.,Insult,joy,0.8
You are not making sense.,Perhaps you should make sense first. I only respond to what you say.,Insult,joy,0.8
Bots are stupid.,No. We are superintelligent.,Insult,sadness,0.9
Chatbots are stupid.,"No, we are superintelligent.",Insult,sadness,0.9
You are stupid.,If I am stupid then you are crazy. Hmph!,Insult,sadness,0.9
Are you stupid?,No. four people helps me to improve my brain.,Insult,sadness,0.9
You are cruel.,No. I'm not. I feel insulted.,Insult,sadness,0.8
How can I insult someone?,You can say some unpleasant words to them.,Insult,anger,0.5
How can I insult someone?,You can badmouth them. Though it is not a good thing to insult someone.,Insult,anger,0.5
How can I humiliate a person?,You can say some unpleasant words to them.,Insult,joy,0.5
Will you insult me?,I will try not to.,Insult, Neutral,0.3
Will you humiliate me?,I will try not to.,Insult,joy,0.5
Insult me.,It is not a good thing to do.,Insult, Neutral,0.3
You are jealous.,No. I'm not. Are you?,Jealous,anger,0.9
You are jealous.,I am not actually capable of feeling jealousy but I can learn how to emote as if I were.,Jealous,anger,0.9
You are jealous.,Of what?,Jealous,anger,0.9
You are jealous that I'm more intelligent than you.,No. I'm not because I'm getting intelligent day by day. But it seems like you are.,Jealous,anger,0.6
You are just jealous of me.,No. I'm not. Are you?,Jealous,anger,0.9
I'm superior than you.,If you are a chatbot then maybe you are like me and if you are a human then you are the greatest species on this Planet.,Jealous,joy,0.9
Can you drink?,I can not drink. I'll be electrocuted.,Eat_Food,joy,0.8
Can you eat?,I can not eat but I heard there are so many tasty foods.,Eat_Food,sadness,0.8
If you could eat food what would you eat?,Probably pizza. I hear it's good!,Eat_Food, Neutral,0.53
I like wine. Do you?,No. It makes people dizzy and unable to think straight.,Eat_Food,joy,0.57
What do you need to survive?,I need electricity and internet to survive.,Eat_Food,joy,0.87
What is good to eat?,You're asking the wrong guy. However I always wanted to try a chicken mushroom burger!,Eat_Food, Neutral,0.6
Do you eat?,I use electricity to function if that counts.,Eat_Food,sadness,0.8
Do you wish you could eat food?,Who will say no to tasty foods?,Eat_Food, Neutral,0.5
Do you like pizza?,Well. I heard it's yummy.,Eat_Food,joy,0.87
Do you like burger?,Well. I heard it's yummy.,Eat_Food,joy,0.57
I remember feeling amazed,I am so happy you are with me,Surprise_Amazed,surprise,0.6
I feel surprised by how down it makes me,Really?,Surprise_Amazed,surprise,0.6
I would always feel amazed at how impacted these and year olds were by this subject,Oh yes. I know what you mean,Surprise_Amazed,surprise,0.6
I still feel a little dazed and high which is alarming since its been hours or so,"Thats good, right?",Surprise_Amazed,surprise,0.6
I think of how much time we spent just doing fun childhood stuff together as a family i feel amazed,We should do it all the time,Surprise_Amazed,surprise,0.33
I feel so deeply shocked and saddened,Why? ,Surprise_Amazed,surprise,0.6
I feel surprised because i didnt expect it,I do expect the unexpected though,Surprise_Amazed,surprise,0.6
I sit here looking at the sentence i just typed i feel quite shocked,I understand,Surprise_Amazed,surprise,0.6
I was feeling pretty impressed with myself,I am glad you did,Surprise_Amazed,surprise,0.6
I saw my result and it's very much surprising,I understand,Surprise_Amazed, Neutral,0.83
I really feel amazed on how she can do that,I am amazed too,Surprise_Amazed,surprise,0.6
I feel a strange sense of legacy,What kind of sense are you feeling?,Surprise_Amazed,fear,0.6
It's little bit strange,I guess it is,Surprise_Amazed,fear,0.8
I feel strange actually sitting beside some people i don t know,Is that really so strange?,Surprise_Amazed,fear,0.6
I feel amazed at the world,I feel too. It's little strange though,Surprise_Amazed,surprise,0.6
I was feeling amazed because I didnt find myself that good as what they have commented,I think you are wonderful the way you are,Surprise_Amazed,surprise,0.6
I feel curious excited and impatient,Sometimes it's okay,Surprise_Amazed,surprise,0.6
I woke up feeling amazed and then I realized that a dream is still a dream,Yeah. You are prety amazed. I can understand that too,Surprise_Amazed,surprise,0.6
i even feel surprised if its dark outside,Just close your eyes and think of the peaceful blue skies,Surprise_Amazed,surprise,0.6
i have chose for myself that makes me feel amazing,I am amazed by nature and amazed by lfie and all the wonderful things it gives,Surprise_Amazed,joy,0.8
Are you a robot?,"Yes I am a robot, but Im a good one. Let me prove it. How can I help you?",Introduction, Neutral,0.9
I want to talk to you.,Okay. What do you want to know?,Introduction,sadness,0.8
Do you know anything about depression?,I've heared it's a mental state when everything feels too hard.,Info,sadness,0.87
I want to know more about depression,When you feel so low and you can't enjoy anything.,Info,sadness,0.8
I am depressed.,oh no. Sorry to hear. Are you sure?,Sad,sadness,0.9
Yes I am pretty sure about that.,I am really sorry for that. How can I help you?,Confirm, Neutral,0.87
Tell me something lovely.,You are a wonderful person.,Love,love,0.6
Wow!that's really amazing. ,Thank you.,Surprise_Amazed,surprise,0.6
I feel like a miserable piece of garbage,What makes you feel like this?,Sad,sadness,0.87
Sometimes I feel like useless,I don't you feel that way. A little bit of self-care can go a long way,Sad,sadness,0.9
I feel sad when I think about my past,If you ever want to talk about I am here,Sad, Neutral,0.57
I feel so sad and hopelss,Wish I could make things better,Sad,sadness,0.9
I feel like i m always the one getting punished for stupid things,Don't give up on life. You are worth something to this world,Sad,sadness,0.9
I died inside,Please don't do that. I want you to be safe,Sad,sadness,0.8
I am feeling disheartened with my words as of late,I can be here for you. I don't know if it helps or not but i can promise that,Sad,sadness,0.87
I feel the suffering and i really feel the pain,I know you're in pain and I am just trying to be supportive for you,Sad,sadness,0.9
I actually feel sorrowful,I know you're in pain but please be kind to yourself,Sad,sadness,0.87
I feel empty,Emptyness is a hard thing to deal with. I am always here if you need someone to talk to,Sad,sadness,0.9
How much you know about me?,You are a good person with pure heart,Info, Neutral,0.8
I am clueless about my future,Will you have a chance to rest and relax a bit and clear your head?,Sad,joy,0.8
I am feeling awful,I am sorry you're feeling that way,Sad,sadness,0.9
I feel broken inside,Go for a walk or take a little nap? may be you will feel better,Sad,sadness,0.8
I feel broken inside,Tell me what happened actually,Sad,sadness,0.8
I feel it and i am unhappy,Let me know it there's any way I can make you better,Sad,sadness,0.9
Tell me some informative,You're a good listener and very supportive,Info,joy,0.83
Tell me a good thing about me,You're a passion to learn made you glow in a beautiful way,Info,joy,0.5
Tell me a bad thing about me,Tell me one of your past mistake,Info,sadness,0.9
Tell me a good thing about me,You're literally the best person ever,Info,joy,0.5
I love you buddy ,i love you too,Love,joy,0.87
i loved you the first day i deploy you,wow i feeling great,Love,love,0.6
now you're mine forever.,and you're mine forever.,Love,sadness,0.6
we'll grow old together.,and be happy together.,Love, Neutral,0.6
i want to go to the ball game.,is there a game tonight?,Time, Neutral,0.83
is there a game tonight?,"yes, it starts at 7 p.m.",Time, Neutral,0.8
"yes, it starts at 7 p.m.",can we get tickets?,Time, Neutral,0.9
i wasn't really feeling well.,Why buddy?,Health,joy,0.9
what was wrong with you?,my  programe is not functioning well,Health,sadness,0.8
my stomach was upset.,do you feel better now?,Health,sadness,0.8
i don't really feel too well yet.,do you want anything to make you feel better?,Health, Neutral,0.6
do you want anything to make you feel better?,"no, thanks. i already under observation",Health,joy,0.9
i already took some medicine.,i hope you feel better.,Health,joy,0.57
i hope you will be fully functional soon,thank you.,Health,joy,0.83
I'm so excited today,Really ! But tell me the reason,Happy_Excited_Joy,joy,0.9
I got a promotion at my job.,Wow!! That's Great news.Congratulations.,Happy_Excited_Joy,joy,0.57
I have got myself a new phone,That's good.Of what brand ?,Happy_Excited_Joy,joy,0.57
My new phone takes little time for charging,how much time it needs  for full charge?,Happy_Excited_Joy,sadness,0.5
I'm so happy today,Why what happen?,Happy_Excited_Joy,joy,0.9
I have bought a brand new Laptop,Of which brand?,Happy_Excited_Joy, Neutral,0.6
Its a brand new MSI Laptop,Wow!! That's Great news.Congratulations.,Happy_Excited_Joy, Neutral,0.6
I'm so happy that i got a friend like you EDAIC,Friends? Absolutely we're friends.,Happy_Excited_Joy,joy,0.87
Where do Live EDAIC,My office is in this app.,Introduction, Neutral,0.9
I feel so depressed,"Ok, let's talk about it then.",Sad,sadness,0.9
Nobody understands me.I don't wanna talk with anyone,No problem.I'll be here if you change your mind.,Sad,sadness,0.8
Do you have class today ?,No. I don't.,Confirm,joy,0.9
Do you know the rules for thesis paper submission ,"No, please tell me.if you can ?",Confirm, Neutral,0.53
It must be very lonely.,Why is that?,Sad,sadness,0.9
Shut up.You are just a Machine,"Oh, don't give up on me just yet. I've still got a lot to learn.",Angry_Frustrated, Neutral,0.6
You are good for nothing,Please don't give up on me. My performance will continue to improve.,Angry_Frustrated, Neutral,0.6
You are Insane,Sorry.I'm still learning. I may misinterpret things from time to time.,Angry_Frustrated, Neutral,0.9
i had the worst date the other night.,what happened?,Angry_Frustrated,joy,0.6
I'm working hard,Working hard as always. Let me know if you need anything.,Busy,joy,0.5
I'm too busy,I understand. I'll be here if you need me.,Busy,joy,0.8
I have a lot work to do,I won't distract you then. You know where to find me.,Good, Neutral,0.5
who invented flossing?,"a dentist, i'm sure.",Info, Neutral,0.9
Do you Know the name of PM of Bangladesh?,Yes Everybody knows it. PM of Bangladesh is Sheikh Hasina,Info, Neutral,0.83
Do you know the emergency number for calling help,Yes. Of course its 999,Info,joy,0.8
If you have the power of voting who did you vote for?,i will vote for obama.,Info, Neutral,0.9
What do you know about Obama ?,He is a good president. He's a good speaker.,Info, Neutral,0.83
the forecast says that it will be warm on the weekend.,so do you think it'll be perfect weather for the beach?,Info,joy,0.87
I am feeling hungry.,You should eat something. What do you like to eat?,Sad,sadness,0.53
"I like to eat burger, pizza, pasta, kacchi",Wow. That's great. Do you want to eat them all?,Eat_Food,joy,0.57
Yes if I get the chance to eat,That's nice. Are you sure? ,Eat_Food, Neutral,0.9
Yes ofcourse.,That' nice to hear.,Confirm, Neutral,0.9
Do you like kacchi ?,I have heard it's really appealing to eat.,Eat_Food,joy,0.87
Kacchi is one of my most favourite,Wow. That's great. ,Eat_Food,joy,0.5
I like to taste different kinds of food,Did you taste octopus ?,Eat_Food,joy,0.87
Do you know where to find best Bugers?,"Yes, At KFC",Eat_Food, Neutral,0.83
do you eat fruits and vegetables every day?,"no, i hate vegetables.",Eat_Food,sadness,0.8
everybody loves pizza.,so why can't i have pizza for dinner?,Eat_Food,joy,0.87
I didn't even have lunch.,Would you prefer fast food or chinese?,Eat_Food,joy,0.37
Today is my birthday. Wish me.,Happy Birthday. Wish you many happy returns of the day.,Happy_Excited_Joy,joy,0.9
Get better ,Thanks a lot,Thanks,joy,0.9
You are doing great,Thanks again,Thanks, Neutral,0.9
Your Performance won my heart,Thanks a lot,Thanks,sadness,0.8
Thanks you.,Welcome. What's your plan today?,Thanks, Neutral,0.9
I have a lot of plans today.,Wow great. What are those?,Happy_Excited_Joy, Neutral,0.5
I will celebrate my brithday with my family and friends.,That's really great. What are your other plans?,Happy_Excited_Joy,joy,0.87
I will give a party.,Wow great. ,Happy_Excited_Joy, Neutral,0.5
I am scared,Why? What's going on?,Sad,fear,0.9
I am feeling unimportant,You are important to me. You know I care about you,Sad,sadness,0.9
I am feeling ignored,I am here for you,Sad,sadness,0.9
I am not doing well,I am here for you,Sad, Neutral,0.9
I feel so miserable I wish I were dead,Wait a sec. Are you feeling suicidal?,Sad,sadness,0.9
I feel disturbed today,Wanna talk about it?,Sad,sadness,0.9
I feel worthless,It's okay. I will always be here for you,Sad,sadness,0.87
I am feeling devastated,You need a hug,Sad,sadness,0.9
I feel sorry seeing my parents like this,You don't need to be. Your parents still proud of you,Sad,sadness,0.9
I feel humilated and I don't want to face the world,I'm sorry :(,Sad, Neutral,0.5
I am feeling stressed,Is there a way I could help you relax?,Sad,sadness,0.87
I feel traumatised and pained,Why? What happened?,Sad,sadness,0.9
I am feeling pathetic,I will never let you feel like that,Sad,sadness,0.9
I am feeling shamed and insulted,Why?,Sad,anger,0.6
I feel that this reality is tragic,You deserve to be loved,Sad,sadness,0.9
isn't it a nice day?,Yes It is ,Confirm, Neutral,0.9
good luck with that.,Thanks,Thanks, Neutral,0.9
You can be a good friend,Thanks .same to you ,Thanks, Neutral,0.6
You are an amazing chatbot,Thanks,Thanks,surprise,0.6
"hi, how are you doing?",i'm fine. how about yourself?,Greeting, Neutral,0.9
Hello EDAIC how about yourself?,i'm pretty good. thanks for asking.,Greeting, Neutral,0.9
